Accession,luminal protein estrus,luminal protein 0.5,luminal protein 1.5,luminal protein 2.5,luminal protein so estrus,luminal protein so 0.5,luminal protein so 1.5,luminal protein so 2.5
Q62419,763523.7031,160780.5781,953879.5469,1565765.656,968054.7656,678998.8281,1186263.781,148670.4063
P49717,510350.1719,329711.0625,966331.9063,1240386.109,966799.2031,1171233.5,1567518.438,959563.5469
Q8VDW0,630003.0938,395610.4531,859746.4063,1168344.625,984151.625,783607.2188,1781363.25,1019397
P26516,3871235.594,1710313.125,4178482.141,5881636.875,5064680.531,4250150.5,3081840.656,3893312.969
Q8K0G5,247037.4375,NA,140581.7031,NA,225042.7344,NA,468445.4375,381988.9375
P20352,NA,562802.2188,NA,NA,310145.0938,NA,128829.2266,371596.7813
P37889,437999.3516,557558.3594,711724.7266,NA,1217771.703,801970.1563,1712856.438,NA
Q8BVU5,1652540.672,668871.5781,1410056.5,1836104.594,565337.1719,237748.3887,1067695.75,248498.3906
Q3UMU9,823776.8672,185599.7813,1100427.914,2564391.828,1232954.141,630188.375,2082619.781,1535468.617
P63276,3961089.813,1192391.719,2826365.469,3773543.938,3762911.75,2373258.156,4013606.406,2197436.438
P12025,549845.2969,175594.5625,482981.4844,1659316.5,NA,247921.1875,637960.875,537492.1875
A0A494BB95,4932104.969,2540573.922,3598610.938,7461164.531,7888441.094,4527659.484,10854009.47,6055443.547
Q3TLH4,224345.8828,353648.8398,272563.7734,237774.0625,1560541.445,1578811.75,3095523.597,1870821.308
P14106,1356522.406,979948.2969,1659447.734,1768863,1466774.156,1591270.969,2291018.813,1746675.563
Q9R0H5,NA,225545.2188,419239.75,1890959,NA,NA,NA,NA
P29758,1376235.984,566581.7813,1153434.734,1820486.813,1650280.188,460510.5781,1557417.984,970488.4531
Q91WE2,366371.0117,45477.05469,96667.39063,585830.5781,270237.4277,81168.09375,643901.1211,465879.3906
P62307,2469871.469,1862078.797,2540783.578,4898735.5,2863796.25,2596456.047,4700567.969,2973860.734
A0A0B4J1H7,509572.875,270135.5,659719.5625,806807.625,402673.2813,786476.6875,2189749.5,1874606.75
Q9Z1K5,1551668.93,226183.3516,1045106.219,2500015.609,1863351.5,1160200.359,2735744.938,1843309.344
O08540,1072221.125,7699963.016,1533536.875,1796625.375,378895.5625,3964650.953,1292408.125,928626.125
Q8CI33,1205694.625,2422520.078,1073911.656,4057990.063,931841.0781,3868265.406,2082968.5,3774606.5
Q3THK3,3456634.172,1666369.797,3820218.781,5257515.5,6451448.406,4171889.852,8583570.031,4644693.266
P27005,98576.59375,4360419,2300485.25,NA,129356.1953,5946188.688,NA,148505.4219
O88593,2318890.625,6005514.438,3447339.5,3720002.438,1043200.906,17622060.5,5865287.5,7148593
J3QN89,171914.5781,62849.4375,163403.9375,502085.5781,296355.5391,452116.5469,165996.8594,114925.7266
P97350,1348567.156,343095.5938,1675059.375,1584124.063,655325.0313,1057761.125,183670.6875,1114084.828
A2BH06,4888185.73,1222614.625,4519085.063,5335032.531,8027875.313,5941001.273,5842364.25,4450507.953
P61079,814827.8281,468082.3125,195484.3906,1704440.797,3443355,1497983.844,2334512.719,400484.4063
H3BLI9,3289310.406,1447428.359,4003847.766,7103410.078,3874658.531,3418682.719,6820905.5,4185565.938
A2AQN5,1634752.766,276588.0625,1843749.031,2439434.313,1246583.055,427260.7813,841611.0938,1320045.883
P33267,750049.0469,144322.5313,442070.9688,788176.375,827311.8125,329894.1875,553507.1875,403684.5938
O35326,1226181.063,232009.2969,1124360.469,1938315.406,1427084.656,752022.5313,2275047.656,1077056.094
Q3UH60,74996.05469,NA,86843.28125,135241.0625,102143.2188,NA,13030756.95,10277724.2
O35594,230109.1719,125756.3906,299331.625,565990.4375,295849.625,NA,NA,405872
P41778,1006158.563,83431.39063,913500.8281,1977374.313,1050203.172,244636.5313,1088720.344,583237.25
Q8BVG4,627514.5234,120653.8047,942280.7031,1004167.016,843595.0625,87026.21094,1439539.031,545733.4375
A0A0G2JGQ8,9380737.422,5762088.836,13673210.94,37553409.78,6000538.078,13603690.94,21889816.06,27239511.06
Q99LR1,264255.0313,54513.61328,NA,444155.0938,364059.9063,209451.3281,272854.1563,131968.5938
P61965,482897.0938,NA,373045.4688,759149.6875,358898.9766,229103.4375,638674.5156,517363.8906
P30412,1339346.313,465761.1641,1005994.297,1189779.188,1421790.469,984434.0938,719831.0313,786786.0313
D3Z6Q9,108879.4922,95876.39844,354267.5469,591024.1016,327951.3086,308444.2031,499269.4063,226158.3438
O88587,3690053.859,1266842.25,3569050.813,5473564.594,3667362.641,2064860.313,7218868.469,4452131.094
D3YYK8,382091.4277,213105.4741,566314.3379,1039317.848,415176.7461,642177.3457,942477.8906,768262.6172
P62774,12463084.97,4037432.688,12161205.06,16221711.63,16671345.52,9200482.938,16752818.28,16101190.38
Q5SYD0,613207.6406,604274.2969,567984.2188,1017256.609,689392.8047,707113.5625,1193772.234,1294129.156
A0A0U1RNF2,1131213.063,263280.4609,1215652.109,1705680.906,1291007.297,815389.9844,2106795.75,1306519.047
Q9JLF6,1924206.156,526586.4922,1179811.563,2131205.531,1303607.594,919704.4219,1497747.281,1151520.906
P12265,4216396.453,2293269.828,4363160.516,12287975.94,3358547.844,4680177.844,8265000.875,5989669.594
Q9Z1A1,2749138.672,1126937.836,2651855.875,3015754,3224962.703,2742889.969,3066361.391,1951309.5
P62878,3037720.875,1118578.688,3368064.969,4708354.313,4405806.422,2247216.391,3827221.125,2501291.813
A0A1D5RM23,2074109.031,976459.1563,2507651.031,3448255.031,2593377.5,1509516.719,3696531.438,2492540.438
O08807,4423582,1556420.656,6752647.719,11091858.72,4582556.875,6210445.375,12416043.28,13985203.22
A0A5F8MPZ2,8244775,10425658.45,42051946.63,48790593.5,22941715.66,27475049.94,13333011,53684661.13
Q61249,632830.2188,199501.8438,415986.7188,1120946.156,221283.1563,230706.1563,1381483.375,645338.5469
Q9D1M4,6721895.422,1438419.797,2861404.328,4351492.625,2417626.203,2224404.469,8244451.875,2771258
O54734,1397062.984,498599.2344,398738.9219,793869.9219,1534658.859,675997.9688,598911.2188,97564.85938
P70158,NA,1546264.453,NA,NA,421248.2031,371997.9375,350832.5781,192651.0938
Q9CQ48,2530704.859,1129520.695,2985537.234,6744313.5,4526800.688,3145702,6432311.063,4418908.984
Q3UHX2,7348865.266,2546072.922,6869299.156,11578791.5,9272149.938,6801832.875,12975322.88,10082491.19
P28667,2024405.563,872652.2813,1173962.063,2540776.656,1953802.844,1282192.188,1845252.75,1906896.125
Q80UP5,1900284.203,892579.0547,2630485.422,4411364.023,3115412.637,2646764.25,5686211.844,3927682.156
Q60902,11730716.11,6975370.945,15166895.09,19899869.72,14009250.95,12569222.97,20733163.69,17881883.83
Q80W22,870860.4375,243299.3789,431838.2969,1407668.328,919399.1563,210338.4844,630580.3359,694451.2188
O09044,245344.8672,NA,331540.5469,593836.4531,477904.2031,357068.5547,606230.7031,534266.5313
P01642,259490.9531,236334.75,458125.5,841390.9375,517389.1563,1173847.625,2028716.375,1872155.125
Q8K2F8,704393,242744.0156,631796.2188,1168939.344,772938.0938,602305.125,370504.5,811617.375
Q9WTN0,6420801.969,4040925.602,6880975.891,7151677.625,6550320,6224143.969,9178376.969,7808526.281
Q3TNA1,NA,82201.34375,521494.9688,1283994.188,108054.5156,NA,852275.0469,1612441.578
Q9DCG9,2246858.844,1505179.672,2142048.438,4092363.781,3201217.75,3581532.484,3137180.719,3688471.219
P70695,1963477.031,205410.8281,544825.2344,1096546.125,1410946.219,442890.125,784374.3125,816689.1719
Q61414,NA,NA,NA,600371.875,1016851.875,NA,623301.9375,572661.375
Q8CHH9,2930804.594,1252551.738,2082624.422,4482925.141,2415793.625,1303176.359,3051569.969,2670671.828
D3Z660,798657.4375,3287414.188,852501.7344,872268.625,NA,293590.5625,NA,NA
Q61087,1705224.125,921752.9727,2314707.438,4707732.406,862238.5703,1894455.063,2451067.219,3040809.578
Q78JW9,2500625.063,1442149.844,2703044.438,4093152.5,3217102,2827255.922,4253376.063,3138500
Q8JZL3,1027854.891,610514.5781,1051717.297,1556085.188,1005088.441,767577.4688,1368657.219,1712702.609
Q9D0M1,392010.0313,330761.4531,206173.8906,2349283.625,384139.25,163929.0156,678236.625,1772324.688
Q9CPX6,1414234.5,394227,1112991.109,2139421.313,1757010.031,904386.5156,909757.625,1384137.781
Q9CQF7,444135.75,215251.9063,349196.9375,NA,402753.4375,NA,NA,NA
P97816,7760714.5,3854913.75,3763552.75,8390311,32535751.72,22777113.09,21261510.88,12912243.86
D3Z2H9,7571694.98,4427531.094,8193714.598,10351142.31,9728475.766,7442521.805,3995959.25,3315714.563
A0A0A6YW06,941049.4375,249992.7344,542901.5156,615223.3125,1218443.469,203273.9531,461729.875,304184.4375
P38647,NA,NA,NA,NA,423952.5313,379581.4688,795864.875,643895.0625
P97864,850466.3516,491287.4609,875185.2656,1577798.438,957788.25,877239.3203,1611608.266,1190450.516
P22935,14471080.59,4760757.563,7974911.547,6929846.156,7379002.852,4685030.813,7835459.156,4419239.063
Q6DFW4,13145679.2,9628230.211,8687013.078,6720572.984,11581369.95,7224781.5,4866645,6392141.5
Q9JHQ5,1208851.594,217584.4531,1105159.422,2052586.469,802614.1094,458682.4219,1021032.844,1592887.969
P62855,6493019.234,3638212.797,7609887.094,14637535.31,8089152.578,13196462.7,13207039.13,11869958.78
Q91ZX7,NA,15373833.15,300489.0781,245472.6094,255640.0625,34672418.82,349029.6094,110124.4922
Q99PV0,3952962.264,958627.0601,4095439.455,6196907.027,3055677.875,1513856.223,4797574.344,3612461.266
A0A0G2JGU4,834441.75,644670.5859,635382.9063,1860519.75,1291405.625,757112.6563,2009127.125,1511888.813
Q9CR09,4431896.953,2136745.633,4323555.188,3153712.172,5530062.844,3494806.641,6675605.047,2444202.141
Q569Z6,102964.3281,NA,158805.4531,788652.2188,161316.4375,NA,327595.9688,283963.375
E9QJW0,1572711.891,223066.0625,648271.25,1238434.484,634575.625,309367.375,779819.0625,685536.375
P08030,8881981.66,4130636.154,10537264.34,15813368.34,14881046.69,8863488.078,15366378.75,10269555.8
Q80SU7,2370669.105,3922019.832,2688615.008,6403238.766,507548.3906,1805412.141,4338371.141,6801095.469
Q922J3,601063.9531,124185.2773,695304.7031,929369.8125,1490769.078,472796.2656,532276.625,488101.5
Q05186,322064.5313,171057.1719,263486.6875,542792.0625,432401.9063,339743.5938,634517.9375,570315.0625
P60710,NA,NA,NA,NA,NA,NA,NA,NA
Q99ME2,392040.1406,209752.123,491178.0078,799380.4219,624767.3047,56212.41406,873440.1875,631819.1328
Q8N7N5,1178502.469,1297358.625,644111.5,1656851.547,708412.5781,352430.3438,630446.9375,473031.8125
A0A1D5RMM8,886732.8047,479045.6719,453338.3164,958583.4844,2298033.055,1669142.953,1571579.203,2211277.188
P30933,NA,4534114,NA,NA,NA,NA,NA,NA
Q8BM26,NA,14434368.75,NA,NA,NA,4989824.25,165239.6875,NA
Q63829,1084836.203,201513.5234,1328218.813,1397369.469,1243974.078,636217.875,2231365,751761.1875
Q61391,1005250.484,991296.9375,1323133.125,1826508.891,801450.1094,681927.3359,3422786.641,2346551.453
Q9CR26,5611566.75,1849477.539,4557102.688,5217682.844,8951661.422,3319473,7692357.719,5695585.563
P10761,1034345.063,337980.9063,3494161.25,1721063.125,1328789.75,841198.9375,1620600.5,1460337
P62849,1354920.859,1340426.555,4745785,6623475.969,3549485.219,3166706.344,5733180.781,7103331.016
Q9D1G1,1542654.902,902339.2109,2531245.203,3032489.477,3434507.367,1422707.391,2491464.957,1486313.055
Q9QZQ1,839754.2031,195871.1719,795337.3438,1594675.594,639275,343349.0625,1319544.25,745964.2813
Q9R0M5,786683.3438,192769.3125,516796.5781,1734058.563,514987.9063,266625.625,1038540.219,883076.8125
P61971,12116305.75,5618769.219,8753122.188,10310453.59,9984959.875,7604118.938,9956695.125,7251165.344
P61327,2373603.516,1667767.414,3713794.688,6084307.813,3460644.25,3785378.344,8102216.75,3547404.156
Q9QY36,623309.5156,205692.4844,511148.0469,1000903.656,795552.6406,648549.625,900798.125,764334.4375
P62315,2752629.969,1113497.188,3204718.813,4627984.781,4187081.094,1688472.469,4995998.031,3228950.875
Q8CG14,1339246.719,1238674.555,2689945.578,3040502.75,2389081.375,2086812.672,3659911.172,6810988.18
P60840,169854.4063,105662.5781,88189.36719,NA,158548.0313,NA,NA,NA
Q3UN54,NA,9339285.25,NA,NA,NA,12239640.44,NA,NA
Q6PGF7,300271.8027,261291.6582,657093.7266,945525.0156,545666.6719,496561.3047,814805.2969,598032.375
Q91Z40,135137.4375,111732.0313,211972.6563,266935,168793.1094,210300.875,1170415.156,193228.5
Q6NXH9,100992298.9,76938901.47,48828488.4,29240153.17,48362258.7,97805400.91,13597704.23,16517887.91
Q99JB8,671972.625,143589.3594,672153.0625,330559.6563,412869.9375,413601.2813,426427.125,NA
Q02248,278602.6953,184843.0234,299186.4844,84296.78125,166575.4688,55517.98047,236225.2031,78668.71094
Q9CQJ6,1148115.359,502689.9219,959155.5781,1032909.531,988415.6563,635093.7656,1631944.219,687253.8594
Q9EQ32,403877.8398,86838.46094,206544.7656,1228195.594,269827.1133,432471.168,609596.8594,530953.8594
Q9D0L8,1698379.672,259712.5156,1459869.531,3802720.938,2046065.313,778925.0625,2525882.25,2092681
Q7M6Y3,1410538.375,615895.3359,1456842.031,4390320.836,2498796.641,1876509.406,5821087.813,5745370.922
Q8BH93,868224.75,658429.8125,628230.4375,1236164.125,1305744.313,1249234.063,1051915,708166.6875
Q6PIP5,1606942.531,244475.9531,826768.375,2370100.688,1633173.422,994441.9844,1532987.844,1191087.938
A0A338P7E5,3000458.484,1270328.32,3512521.656,6750058.355,3684322.969,3078323.594,10404526.25,4421935.063
Q99JI1,415937.625,NA,537767.25,1037455,282735.3438,NA,NA,619570.3125
Q6P5B5,NA,NA,145146.6094,197357,182281.5469,NA,397387.9688,NA
Q9EPN1,1415386.65,370789.791,813150.375,1980832.625,821148.8027,934187.7271,1604501.695,1782061.332
P49182,33907220.67,17024163.77,58804002.67,76470546.86,33055339.58,43168105.96,51992450.23,70515506.13
Q6EDY6,444184.8438,178445.9219,433886.125,NA,688082.8516,357241.7188,1275857.297,694983.875
A0A140T8M3,421220.0625,716749.8125,396046.1875,1509435.25,1501323.375,1296234.313,1935596.313,2233626.438
Q9WV54,1600194,66211061.17,2250016.594,3219336.219,2229482.703,41366176.69,2701017.25,2687197.953
Q02105,1833921.719,527973.5156,2004608.531,1257681.125,3309636.063,2018894.563,4891119.625,5684685.875
Q9EPB4,10130518.64,6223028.109,12675127.19,6790443.719,10912170.88,8805481.5,8801741.625,6159176.438
G3X9C2,794485.4824,242221.5898,1024950.293,2495007.301,595467.7852,1278461.957,1583413.219,2734868.18
P83741,2059194.531,1070539.067,3943218.844,6624808.84,2552099.861,2933180.656,5281122.5,5409622.332
A0A0R4J092,7533911.859,2173754.66,2228767.797,2401881.25,1533438.987,1542460.725,4314581.572,1899395.2
A0A0R4J140,1113049.766,3153156,2889846.469,2976209,2673537.109,6356606.406,6555078.656,5009296.703
Q9CWW6,111567713.7,93198928.73,154766187.8,198498561.5,150054158.3,162915343.8,206646044.2,200228865.5
K3W4Q8,710432.5625,838599.8203,1485441.063,2602065.875,1196923.047,1643619.344,2091028.719,2273627.891
P01592,543681.3828,185069.5469,1028646.438,2675897.813,815723.75,1980601.898,5368929.5,2874492.797
A0A0R4J256,5320166.008,2681292.398,6855363.766,6862941.797,5221570.734,4491928.438,6349468.797,5417376.625
O88271,962231.6563,386967.5781,814223.0313,1208862.406,844782.25,806195.9219,812665,340699.0313
Q9ER72,722950.9844,493499.8906,733022.9688,803756.4375,1079541.578,875627,1254601.859,811506.4375
A0A5F8MPP7,3064182.934,707303.3562,3409894.381,5393550.512,2361261.208,4173997.293,4972027.602,3058317.46
Q9D5V5,3204470.688,1358159.25,3116935,8184543.875,3012670.75,2685221.375,6435828,6659926.555
P70333,4157195.063,1846993.141,4505361.844,5702908.5,4396342.875,4677510.5,6917674.25,4656132
Q9Z0Y1,2775393.109,1443830.227,2411313.945,3519607.688,3111171.422,2253741.797,4302655.719,3625344.25
Q9CQH7,2680720.945,1183381.422,2473853.281,4612191.438,2991070.762,1883817.016,3435469.313,3499759.5
Q6IME9,8503724.5,3189997.188,8256231.594,20589135,4247663.625,9251499.75,21476448.19,19161135
P36916,1091311.188,2156742.227,650257.4375,1841470.563,682017.8594,624175.7031,550925.3906,482337.125
O09114,1351047.016,30267165.23,1447119.203,2883172.969,3313802.688,14108986.64,1983516.594,893307.1406
E0CYT5,2415646,1282762.25,2061646.375,1345796.5,1547107.75,1632188,2276548.75,1829735.125
A0A1D5RLN7,868109.7188,1233608.137,2350638.75,7545209.875,2940663.047,4342550.203,5320913.031,5133847.938
Q9D358,8686432.109,2837655.695,9269417.094,10960811.97,11659617.31,6454926.813,10941416.06,12735919.53
Q9D9X8,NA,1750564.344,83952.24219,NA,NA,3025429.406,NA,NA
Q8VDG5,1834608.828,530602.4141,1542651.188,1856107.875,1937425.281,1012812.813,1275548.547,668214.9844
P49442,NA,NA,558303.3125,957708.3125,NA,150429.5156,657132.625,832871.1875
H3BJZ9,3911766.563,764918.5625,1164537.969,23980885.03,2056277.344,7912414.047,12683188.56,21272080
Q9CWL8,NA,NA,NA,NA,NA,NA,NA,NA
Q8R326,NA,NA,NA,NA,NA,NA,NA,NA
P84104,14187609.09,6246274.828,13610550.34,24144695.2,24682308.54,11628918,20726470.63,14179480.31
Q8BFZ9,605237.5313,NA,207784.6406,1218824.5,828231.8438,NA,530251.5625,357013.3125
E9Q394,NA,NA,NA,NA,NA,NA,NA,NA
Q61187,1962751.938,1519699.227,2195677.375,2985926.406,2867276.484,2300253.156,2417747.5,650601.9531
P62257,1795306.563,732917.9063,1745703.344,1074090.281,1803161.344,1399081.281,933120.75,NA
H7BX88,981540.125,599778.4609,749289.8828,1607864.461,1073484.906,842457.2266,1445017.172,1332759.164
P63087,12468706.88,4792467.715,10135160.77,15193811.61,12677198.55,10151634.34,9344029.375,9661797.539
A2A5H4,196390.9375,256576.6719,392338.6875,721226.75,236381.5781,NA,716272.5,719685.25
Q3TEA8,566919.2344,NA,681476.5469,1195934.906,510390.5,NA,1649540.469,3550360.469
Q99KW3,304996.3125,122412.7734,152881.5625,648356.9922,NA,435029.0234,13011.83203,581738.6875
Q3UIA2,242729.6094,13541.3291,30147.87305,443240.0156,350856.0938,227303.6875,331205.9688,98763.78906
A0A140T8M2,1994694.75,1056479.156,6351016.063,6819364.563,2687776.156,4414031.813,9598730.625,10895582.63
P62900,8579489.512,4436838.992,9343876.77,14520028.49,12761078.24,11413922.76,17436102.16,11856698.38
Q8C6B0,1789623.547,620725.9961,1721482.406,2580513.656,2598609.219,1163811.297,1736285.469,2055604.188
Q8K2V6,94100.30469,NA,148859.625,198524.0156,100966.4063,139961.8438,166666.6406,167827.625
P62311,2123167.672,791171.6563,1748119.5,2177064.188,2256800.75,1835281.906,1497109.813,1362285.328
Q7TMC8,916122.8594,1188104.922,1289889.078,1026847.01,894741.4844,2062495.939,1573749.219,1675938.128
P46414,1057257.125,616003.375,1750489.75,2471788.75,1719715.438,1495457.75,3630595.75,2762404.813
Q9QXZ0,244022.1055,398141.7617,304651.3281,591162.8281,259633.2148,525807.1055,632554.1016,437180.5156
Q62048,6453391.125,2376602.563,5053896.938,9446345.469,6271325.5,4976831.969,8895215.063,6547740.094
Q91V12,937819.2188,361245.3281,1964804.125,2513343.875,939250.1563,985947.7188,2338653.813,1395056.313
P18419,975201.9219,41386269.91,2094724.711,2492151.859,1073671.406,4213426.094,3928635.125,2846133.838
Q6NZN0,15231548.06,5888272,9060270.117,25949243.82,5499171.039,13184078.48,16994944.96,21420759.82
Q3U0V2,762911,233116.4063,738564.625,NA,614531.375,463024.75,1165061.875,904703.5625
G3X957,NA,30094.38672,54950.48828,NA,56553.76953,58442.02734,99856.61719,NA
Q8R4K2,1514308.992,1210432.633,333935.1875,2178088.578,1644060.625,1938894.258,3206107.766,2487886.699
P62852,6621578.701,1965059.734,4222269.176,6362645.832,7275443.762,3343856.641,7293371.82,5769423.223
