Accession,luminal protein estrus,luminal protein 0.5,luminal protein 1.5,luminal protein 2.5,luminal protein so estrus,luminal protein so 0.5,luminal protein so 1.5,luminal protein so 2.5
Q8CHP8,3747790.844,9166542.43,3975638.031,6607924.063,4470839.188,6510455.047,5647222.469,5583627.484
Q8VCS0,970912.5469,426224.6797,1239053.063,1898434.25,1286771.5,1794200.563,1882395.75,1741695.563
Q3UMT1,119594.1953,53754.28906,214072.5703,538754.0625,159654.4063,157899.8281,366689.6563,407120.25
O70555,16524975,9492929.344,30441372.91,37132319.05,21330442,37078324.95,59359451.69,45650617.78
P62267,7395305.063,4260109.375,9953639,15715615,10510243.47,10538609.25,14379576.56,12528663.38
P62071,1055863.344,1438939.625,1455469.859,3530380.375,1535740.695,1583553,3560170.094,2446192.938
Q61881,1133902.429,519475.4258,1179099.594,2477311.227,1720488.617,1508047.641,2143725.703,1538085.031
P12815,2635764.313,1026610.852,2076686.094,2939594.047,2483534.297,2671128.859,3614882.984,2941018.578
P70671,634935.625,56877.05469,301240.9688,583320.6719,850554.8906,359970.3438,566472.375,302726.9063
Q5BKQ4,1691071.906,3119202.781,1478855.563,4146341.563,594533.6875,4025968.891,2650548.078,3865651.688
O54782,879477.1875,2225022.781,968866.9375,1272724,1694226.469,2787832.414,2325416.203,979678.8125
Q80VD1,1868509.5,377060.3438,2011332.789,2655249.906,1407730.781,943364.2969,1830604.828,2267744.188
A0A1L1SVK0,4189532.594,2000318.188,3924649.75,5957868.5,4216730.609,3375568.188,5310209.375,4515534
P62996,1987450.313,879205.125,1285208.328,2634132.531,834593.0313,889335.7188,1793445.938,1656206.922
B1AQF4,1511459.406,752874.4844,2690742.688,3507982.688,2809701.344,3275185.344,5471802.344,5082962.219
P08074,4394610.734,903503.7734,3472864.625,3004330.313,4652515.938,2216346.719,3707519.281,2704855.375
E9QJT5,4518613.922,1669210.375,3709068.266,6814457.875,5000180.063,2949726.609,5026304.375,5003007
Q9EQ06,7467764.047,2267830.531,5010546.797,7379411.5,8360705.344,4505346.547,9897961.656,7582797.719
A0A0A0MQC3,4642350.641,3598168.719,6702965.906,4889260.781,5477880.156,6152019.438,6350154.844,4268218.859
A0A0A6YX73,3647548.844,1354991.621,4635418.125,5872376.094,4131244.109,4361016.344,6378573.156,6252717.688
P52623,7858613.656,7452646.203,9106692.5,20179979.59,15277698.83,11743011.94,23410095.88,13515333.27
P14847,1670131.891,955081.6641,2695751.953,4294485.031,2764889.078,3664022.594,4715147.656,3681664.938
C0HKG5,1200821.156,5877092.281,2078912.25,320588.125,3211450.125,1714154.375,2534774.313,2043811.844
Q920Q8,784256.375,163172.7188,NA,885684.1563,1221597.719,1163699.5,1884607.438,1707409.344
P97823,3095856.281,1703368.938,4114499.375,7005161.375,3647044.688,3595277.344,6999468.375,7531518
Q99LC5,2765588.516,324816.8281,1751524.688,3068675.125,2264659.609,786073.0469,1386010.531,1527702.406
P09581,1966173.734,1007904.805,2927684.664,4738405.469,2512897.313,2712430.297,4129446.781,4261580.039
Q8BP67,6445832.25,2601132.625,4490454,6619422.75,5950782,5959453,8318172,5662290.25
P59999,28792035.5,9607709.313,20005673,66341600.75,18415640.25,21214095.5,38570151.13,38906953.13
Q9EPK7,893870.6875,89963.45313,577987.0938,1170134.625,1777548.313,1629551.109,2202100.063,1771124.844
A0A1L1SRG5,1943735.668,571714.2344,914537.6328,1314015.664,2125866.781,1745980.406,1567961.781,1705713.109
A0A0R4J083,261778.2969,NA,NA,439371.4375,1154914.438,NA,NA,NA
Q8JZV9,799341.9922,166428.8828,1631439.094,1858996.313,1134961.141,552796.6094,925294.9531,792334.2188
Q91WK2,3456430.172,1923374.563,3479558.875,5066147.125,4517760.875,3659869.875,4420515.781,2707952.188
P16330,1465455.66,510122.832,1326054.023,2848200.984,1753322.723,1121145.641,2696356.75,1762918.355
A0A286YDF0,609850.875,508833.1563,1563438.75,1031268.719,6487532.313,2675083.406,2891226.125,6660644.5
Q8CFX1,2139208.164,592874.125,1757126.961,2201170.438,2619071.516,1933658.891,2109744.688,2212055.406
Q9D1K7,2986809.563,794895.7344,1215547.922,3915069.031,2274824.391,2056856.844,3247442.313,1707066.375
Q8VHM5,7937886.563,3645250.094,6340421.391,11214556.23,8477529.563,6330072.641,11638204.56,7972008.5
Q8BMY7,134647.1875,10357920.52,311535.375,925335.0938,724977.9531,14579114.94,864729.875,1682862.188
Q8K1J6,2307138.359,875074.2188,1555157.469,2782169.344,2349430.297,1039369.5,1875005.875,1922872.906
P20060,3901961.609,2469553.457,6272919.406,10287020.88,4896934.016,6213006.563,13741044.88,10937210
Q8VH51,369189.4688,143870.5781,811884.3594,1235284.813,914395.125,447355,954292.6875,936132.4219
Q64282,1166927.625,719847.125,3295177.563,870757.4063,448693.2188,732031.5313,4572798.938,758034.4063
Q8CB58,10683796.23,5250361.543,10463581.83,15971465.78,11305603.45,10497856.25,8876668.313,7942788.906
E9PUA7,8954274.688,2749593.641,6378270.375,8096270.188,9968662.109,6060473.281,7109520.938,6354774.75
Q3V2J9,75972.64063,11985586.22,60682.85156,NA,146229.1719,6946102.266,66592.58594,171971.6406
P27048,3145707.172,1022062.547,2481957.406,3486084.766,4244175.719,902942.6875,3656638.766,2189532.375
Q68FF6,582227.8984,133625.8516,742753.5469,2239030.313,541647.1836,395604.0117,2326821.516,1846999.75
A0A0G2JES3,8925428.219,3051751.672,5723051.109,3655336.453,6663013.492,4978631.734,5167564.625,6080626.25
A0A2I3BQE0,3715975.883,2282231.531,2714850.609,3584185.625,2896369.516,3296924.781,3617323.875,4127141.141
P56380,3293524.328,1308074.586,3044041.703,2893358.719,3144081.766,2010967.688,2158405.844,2641947.531
Q8CBB7,5317096.469,88614169.29,5255835.188,7924918.578,7337560.32,141164930.2,8341871.125,6823696.594
P31532,1968799.484,2515069.656,1519607.297,3434911.516,1457764.703,4988141.063,2540415,2177335.688
Q99JX3,896830.2188,249248.4531,129984.5469,597084.3125,1242783.594,75016.63281,542263.875,NA
Q9D1C8,1342782.188,484812.6719,459264.7813,1529659.125,1401947.828,470791.8125,1091306.375,720182.4531
Q99KR3,1540632.5,479607.7188,1488932.781,3395819.938,1675045.828,812753.5313,4437564.469,3099825.828
Q9JII5,1681460.375,572480.4063,1132177.688,3036034.625,1602917.188,1109035.813,1755426.063,2441115.719
P70288,1600010.348,841928.4473,2463884.25,3183115.25,2607886.402,1944579.281,3994741.406,3616320.273
G3UZ30,421217.875,278311.2813,342265.125,933095,1053003.344,277468.375,1242893.219,885155.5313
Q9D281,469254.1699,73938.39844,516756.6719,339879.3242,633074.3398,537939.0039,273937.2813,201428.4844
O08915,NA,NA,NA,NA,NA,NA,NA,NA
A0A7N9VR94,3158607.594,1215053.254,5491210.781,9767184.063,3163429.984,2975579.875,9154519.313,7024477.125
Q8VEE1,1255622.813,520293.9063,1555898.109,3254139.344,823649.375,661575.875,3094291.5,2088363.5
P70303,840413.6875,261949.0938,524771.0469,1087138.125,368644.6875,449764.4375,709665.2188,750243.9063
Q3TCJ1,1210762.797,NA,1212756.375,2230683.563,1583959.594,1047551.453,1406551.938,1523306.734
Q9DD18,2039332.484,1218228.492,2117291.75,4482190.375,2044573.602,2861596.484,3822733.75,3380621.25
P45878,2627495.656,1824087.563,2039967.375,2357836.5,4919157.852,1369507.688,2787605.313,1905655.125
P62320,6114579.813,4643014.063,5959706.688,9321898.563,7687978.25,4272200.188,6688057.125,8084132.25
Q8BGC0,548199.7266,269499.168,861826.9922,1359541.672,907010.7891,488214.9844,1957336.098,1015584.719
O54774,6033940.875,2094457.762,7237596.992,6625206.938,3717497.086,342052.4805,6315123.563,2616870.07
Q8VBT9,1097755.813,211047.0469,602198.1406,494361.1563,1106178.547,607024.3281,1567720.688,569691.4375
Q99PG2,1208082.34,598076.7852,1139192.203,1622812.625,1543852.039,1063403.563,2459239.203,1207119.016
P13745,16934375.5,5571782.469,10053393.89,18107671.13,13485251.52,12689654.91,15190124.25,12528887.25
Q9CQI3,6045583.406,3087771.297,5622634.734,9426048.375,7199067.047,5758543.328,10010253.19,6352270.992
Q9JJN5,1686008.25,689540.9688,1978009.912,2751630.828,2116041.223,2316222.102,3284126.438,2672519.813
Q3THG9,2285373.453,1267855.477,2554278.531,3154891.734,2515728.188,2202361.297,2262459.797,1895643.703
A0A0G2JGI9,3383696.539,450177.5781,3786759.844,4127953.219,3918771.625,3574833.016,3138483.531,5110965.82
D3Z7C6,14712883.69,6203660.797,19834466.25,76359223,32882831,56291091.5,92258735.19,58892159.13
Q9DB27,2693979.422,1014503.625,2503968.031,3275807.109,2881321.656,1865445.375,3726877.219,2726450.563
P50428,325096.1563,856009.4844,NA,NA,598103,1534733.625,299231.4688,NA
Q9D7I5,3800004.969,2018591.188,4958101.688,6878484.688,4110717.5,3099086.375,4862867.938,3945792.094
P51910,1113004.391,354893.8242,866464.4063,1184736.219,768759.4297,1141171.227,2158177.828,1063333.523
Q9Z1T1,1866527.313,853181.6094,1688719.938,2490229.578,2312807.344,1533693.734,1560929.438,846728.875
P01644,1735574.875,1399663.5,1745445.563,4105222.125,1707967.563,3675974,5731012,4482592
Q6P5G6,1075764.289,467614.75,1624244.031,2975406.406,1758300.203,1411224.656,2148643.906,1416768.781
P51163,426767.3906,90209.13281,222321.0938,479354.8438,679340.9531,NA,511066.1875,280325.4063
Q8K1R7,NA,36782.74219,481484.4219,1802632.438,263528.7109,489139.1328,1419925.094,847501.3594
P06869,193499.1563,3513430.578,209312.5156,240625.5781,485180.2656,3016891.703,366597.9688,387827.6719
Q8K0T0,1880696.547,12401290.2,2013769.375,3763922.438,2906777.625,24947428.94,1618861.219,2005341.961
Q8CG03,581184.0234,1039243,541357.9844,1194828.781,640846.6094,1244122.422,NA,NA
Q9DCL8,4052255.938,1823912.25,5012226.172,6754574.938,4311690.734,3998527.359,6569937.25,5187264.875
D3Z5N2,7117229.266,3720589.555,6092379.828,6644872.656,5200896.375,5205005.039,9099320.188,5008364.656
P52760,3385219.813,1500952.953,5491431.75,4606963.5,3346799.156,3538101.313,8267260.625,4999497.375
Q99LI8,4679487.488,1826862.914,5445039.959,7289057.25,11188601.59,2562358.18,3554148.375,4973956.656
P84099,11359804.02,5241860.953,11127943.34,20035022.31,15942555.45,13847098.05,15622595.14,9549390.406
Q9DCH4,8635223.125,4254902.75,9333810.375,12790475.56,9208449.938,7336863.719,11873078.19,9501653.438
A0A075B5M7,3041403.063,8915331.75,4739561.906,12688914.27,2875646.563,6185505.234,20110455.81,9663675.406
A0A075B5R5,2897662.813,1994854.672,4781149.688,7157165.625,2771202.813,5697448.844,9872105.188,7432049.5
A0A1L1SSH9,9185830.016,4753026.383,12618058.23,27539011.47,7294727.516,11512577.84,21168900.72,24534503.81
P41317,912526.9688,425764.2813,2233342.25,3087367.438,1426158.125,3200640.875,3673164.938,3930375.813
O70318,2572627.016,1769371.207,1984392.727,5614119.016,3067056.844,2185548.016,3210201.078,3734127.844
Q61584,1460435.031,210262.5625,1587559.469,3043788.391,1464436.031,1053741.07,2398089.563,1927308.883
Q61398,298528.9688,NA,NA,NA,818352.8438,620077.1875,718167.2813,NA
P41241,2085849.578,1073923.016,2006475.484,3625835.781,1829613.469,1798856.484,2991482.375,2246959.695
P47941,2471129.828,1263476.953,2363860.109,4463113.688,3309482.813,2841030.281,3678496.906,2294131.5
Q61495,936944.2031,402266.1328,1044651.398,6631717,606649.0625,1982781.375,2823304.125,4736506.125
G3UZ34,4427280.297,2213483.816,941666.8047,2609491.797,6873287.391,1353322.914,9036875.547,1926317.906
A0A075B5T3,634313.8594,320482.6563,1000955.406,1121329.125,1190940.875,1190230.625,2496829.188,2066076.625
Q9D0F3,1656370.156,568104.0781,888068.1875,1767854.875,992925.625,1019487.844,1645886.375,1118541.656
B1AZP2,1047224.047,300992.8047,928560.8438,1574308.375,1008218.375,570703.5156,1448074.219,919921.4688
D3Z7U4,768920.541,52176.80859,288571.6191,1096896.598,195070.9355,299143.4375,857774.8242,685037.7188
Q9CQE5,136368.1699,35943.01563,313613.6152,741417.25,472323.3398,283766.875,848882.3086,425157.5
Q99L27,2142731.813,700896.1875,2785081.938,3222753.406,3199733.813,2173262.125,8108310.438,2526301.531
P47879,454939.2969,77804.73438,2557360.125,889588.0625,505717.9688,258569,1140229.188,1371554.844
Q8R121,14908391.79,7446033.758,15473254.54,11643599.47,15697815.58,14424269.48,9187774.672,11942173.64
P62082,37219426.61,22219108.59,47604651.89,68140556.66,51170239.23,51964770.21,79603700.23,63416512.84
Q9JHK4,39816489.32,25050564.75,34341444.72,26435076.47,31453565.08,28302630.6,1558122.734,22419162.31
P97346,1853972.281,676769.6016,1870779.359,4918786.469,2517450.625,1931743.953,3967630.359,3601096.828
P31786,31847913.52,15688566.98,44978377.02,41413767.03,39622820.05,25883658.16,52625472.86,38494614.86
O55201,NA,133440.7031,NA,476026.3438,373949.1875,164594.2188,365601.4375,324023.9375
Q91VC3,307847535,268620666.5,415611187.5,469488922.8,392092468.6,481616589,576025069.8,547096800.4
Q9JI46,4005944,1261710.375,4189108.219,5283020.625,5353035.344,3848196.188,7112116.938,5098105.156
Q9QYH6,615456.0938,63856.21094,490274.3438,959188.125,662986.8125,411044.5781,606045.5938,498025.4531
Q8CJG0,1246273.344,742648.7188,2091987.234,3011842.813,1627015.375,1536709.875,2740536.719,2445695.5
E9PZF5,3650746.875,1398623.313,3613486.188,5298997.5,5010585.563,2968542.5,4931156.75,4517135.938
A0A2I3BQE3,663619.0781,2166750.969,3124523.594,5282793.625,1598433.25,1071988.5,8143598.344,4302612.719
Q9CPT4,2217841.094,896601.4063,1522515.188,2707087.75,3644699.605,1707880.188,1389731.094,2114585.938
A2ADY9,5953691,3340501.313,7775328.188,10496649.59,7306131.094,7854889.516,731894.0625,1966297.75
Q3UWL8,3387810.438,2326907.125,2741451.25,4225405.688,3839840.438,3129278.156,4907725.75,2823288
Q8K1B8,612635.9844,213591.5859,994571.375,1598324.375,921710.9219,270330.1563,1602200.813,1343217.406
A2ARV4,2248820.047,1918798.539,3469592.227,4799021.813,3402024.531,3155025.453,4734348.063,4260150.672
Q9R1Z7,12799132.63,4503774.125,10366357.98,17472490.88,13816813.73,8064885.734,15052458.84,14439893.72
Q8R010,2458172.094,1077364.891,2151123.828,2797796.438,3664140.563,2626621.594,4141918.094,3262766.984
D3YTQ3,3084466.375,2270207.313,7209348.031,10310960.53,4724323.5,5891390.234,9781982.344,9507088.953
Q69Z37,3446893.82,1987570.797,3865872.188,6782600.422,1310302.547,1907830.234,3249754.594,3528438.75
Q91XL1,1636723.531,3382046.906,2261224.656,3853064.523,2257284.293,4240529.547,4762843.742,4288178.836
Q99NF7,693294.1875,288165.1875,428462.8125,746088.5,640999.3125,816374.0625,1012912.188,554623.125
Q9WUL7,3327099.094,1475287.422,3512740.703,4347755.563,4686084.953,2199527.938,3122890.531,3815600.328
Q99KP6,818924.0469,327962.9766,1032234.578,2501670.438,1422287.484,821528.3281,1973894.156,1448527.594
P63325,4283803.281,1293881.297,3183741.078,1918187.719,5118903.625,4138664.938,7915439.75,5298120.688
Q9DC50,3717811.828,1301560.75,2784285.141,4169002.969,3857036.906,3463202.953,4522772.469,3107126.984
Q6W8Q3,1749925.672,692484.7344,2310810.477,2626900,1629677.234,1100359.625,2892861,2953287.5
G3X970,504107.6328,1310383.391,1106687.398,1931684.625,643579.5078,4008772.094,1008460.078,1777027.531
Q9JMG7,2175610.422,1426571.547,2774946.703,4396870.531,2865662.75,1411584.703,3375894.094,2748583.031
Q8CI32,431995.7969,NA,252107.1094,529302.25,541705.5313,NA,230822.7656,497263.5938
Q61191,1625079.328,5318596.637,2380670.367,4196878.406,2291925.984,5544671.352,5819556.875,1463856.43
Q80XD8,800706.1094,2216930.297,1859551.234,828442.7188,3233783.063,987383,4391458.906,68244426.25
Q9D379,3717679.688,543390.3672,1149745.953,2853050.813,2798478.93,1149584.969,1668329.953,1573682.406
P61750,6395057.188,3372475.641,6925232.594,9106661.406,9104482.016,6790281.297,9065172.875,6114955.688
P39039,2373309.953,1452249.648,3484378.406,5068775.188,3708527.25,5854621.438,3721406.719,6145325.563
Q9R0P4,1023233,NA,1091171.406,2240312.25,849884.4688,380348.2188,792838.5625,1022347.281
P35831,63270.05078,49727.59375,386096.5859,931643.2813,94012.58594,361731.2109,649128.0078,469130.5313
Q9EQH2,927116.4844,199398.5625,585106.6016,389057.3281,683117,418097.8281,576934.125,389351.3281
P23475,277656.8438,66909.36719,451376.3359,660191.4844,529380.7344,679237.0313,1105675.891,1194803.188
P62806,8165561.781,5433111.625,12693794.03,4814435.938,6218212.344,8289734.281,12535682.5,4712043.438
Q8BG95,2361960.969,814645.7969,2039889.031,3282900.438,1887804.375,1275174.156,4604644.125,4301381.125
Q3SXD3,1551788.719,610516.5313,1142919.719,1512525,1857139.813,1065998.563,772221.0625,1182934.813
E9Q2Q9,92773,264910.4063,264346.7188,942829.3125,1183828.563,502588.0469,1856490.5,1163364.969
E9PV41,4855921.66,1855358.133,4970565.75,7784556.199,4924988.711,4303445,6583914.375,5375559.977
O70325,2244336.609,950568.0313,2064733.641,2636645.563,2677244.391,2721474.5,2395765.063,2046562.656
Q8CBW3,994612.8828,591967.7266,1080396.07,1197040.219,1082617.898,696708.1719,1958422.719,963733
Q6PGB6,6534698.094,2370595.078,7152584.781,5570209.656,6811490.422,5116485.688,8219609.25,7675506.719
E9QP56,3762660.875,1319038,3808659.25,4612668.063,4907795.125,5340308.75,5552957.156,4351999.938
P83917,2804364.18,1229608.672,3417813.031,7941565.969,3451885.063,3203579.594,6309787.094,5843554.484
P42669,5039332.617,1992446.969,5704763.75,4715780.75,3312954.344,2835910.266,5465533.313,5269011.438
P57759,1860379.75,567765.7734,1094498.977,2169140.25,2167655.453,1989977.25,1952810.188,1202487.813
O70456,4158248.469,4218044.781,6836255.938,4841474.438,4063215.031,3352493.859,6942986.641,3650966.188
Q91VH2,1003404.375,441288.5859,1323438.453,2545986.875,1099497.219,1872530.156,2183765.516,1670354.188
Q80XI3,382295.0938,NA,606472.9688,789635.375,635070.75,NA,729308.2188,288652.3438
F6V6T4,2836730.406,826955.9844,1940532.359,4528846.25,2533369.125,1476581.563,3481490.063,1824565.906
A0A0J9YU62,1623896.313,NA,1117652,2601819.188,1197614.344,530248.5781,2192165.25,1726293.688
P18653,2312119.961,1107845.891,2742856.375,5369976.25,2408973.93,2211747.156,6425375.813,1157447.969
Q80ZX0,1100875.313,463148.3516,974395.0313,2033427.375,1455622.734,984872.6875,1591506.188,1184230.297
Q9D9G2,279882.5313,709236.6406,292968.5938,1227599,376934.7188,1120770.125,778906.8125,665167.9375
P35802,1325250.766,494491.625,2613497.172,3997746.219,1407909.398,922579.8594,3261236.281,3966724.633
P23249,52105.26953,NA,86170.40625,NA,NA,NA,183378.7344,100459.3438
P05132,2869458.813,1584438.594,2558417.938,3145622.281,2960213.969,2301370.063,3294216.531,1713167.75
P67871,1887224.746,849740.4766,1445341.359,2916747.992,2269321.945,1665845.906,3135719.203,2268193.734
P31001,1834615.656,1716543.594,2113299.594,5428670.313,1632294.781,2620442.625,2680038.063,2830264.25
Q9JLV5,503943.4844,340265.4063,1036196.344,1836743.75,1091229.516,584875.4063,1868447.656,524833.7031
Q80SW1,1936205.531,647372.8047,1521593.156,2436478.156,2409412,1041649.516,1886195.25,1408078.344
Q9CYH2,2993834.531,289162.0469,385530.75,873426.25,2316639.031,622458.4453,2040308,593510.3125
Q9DBB8,862261.5625,317853.7813,943121.0625,2050893.125,919635.9063,653573.3281,2474434.438,4085364.344
P70122,2682394.063,974908.7109,2269970.531,3419338.625,2405870.719,1606579.031,3976755.734,3185710.961
Q8VEE0,1492970.938,669704.8594,943823.3438,2593315.063,1824986.75,1235695.688,2391113.563,1121721.719
P49962,902782.4688,339142.4375,362062.0625,1092363.078,739868.8125,730728.9531,865917.4688,524416.4375
P17897,3271093.906,1841406.396,5805485.609,16989918.15,3354622.297,26832170.34,8328407.965,10972441.59
A2A432,2760485.848,1421027.813,3685001.086,5435167.594,4270448.906,3083581.375,5308426.031,3682941.961
Q9WUA3,1646785.266,1535190.766,2888892.641,4058124.531,2419504.703,2513128.313,4828270.656,3051429.734
Q60668,149150774.2,37202685.92,151561885.6,130824443.2,92264629.81,108247913.2,218730837.9,252517961.9
D3YZP9,2158508.094,533968.5938,1626208.219,1759301.156,1433461.563,1061509.984,2334813.375,1224268.063
P70389,434756.4375,113869.2422,463027,565479.6875,947132.6406,624293.9063,881332.9219,1036351.078
Q8VDQ1,6286177,2915043.656,5802767,8204986.688,6122897.875,4559334.063,4230231.688,5987473.906
P15864,4463293.75,1047055.313,5194621.5,6954036.125,3570045.125,2337017.75,11183171.81,5792390.188
Q9D7X8,2357397.891,1041911.219,2489313.859,2661605.75,2725406.266,2604172.531,4017451.125,3055819.031
P14069,40491524.94,29798941.22,72361102.46,79769403.07,68508366.61,66949361.14,30313502.12,35938815.19
O70305,89818994.79,51330991.52,132424187.7,138589642.4,73719647.91,110271651.4,144652236,144321700.3
Q8BH43,1035001.984,353761.5625,1220458.234,897237.3125,966460.4063,607551.2188,1599566.641,1298346.063
P58044,1995049.484,2413067.75,9477260.656,6189811.75,6998235.188,8982673.281,10197753.16,11219506.34
P60154,NA,969297.875,NA,NA,NA,NA,NA,NA
Q8BYA0,1267000.297,646994.4063,1015031.859,1432295.703,1625932.773,1045151,1723105.563,918528.1719
Q64337,2149651.75,827043.0264,836381.4688,1470755.559,199835.1348,1408419.387,2400158.729,506750.5078
P18242,1490242.563,1577959.398,2820224.594,3763864,3101517.234,2103302.313,4391604.047,5854569.031
Q6NXL1,57366969.53,24452049.77,56557931.09,191713557.6,20543126.98,81499626.05,80104965.81,187903292.8
P20239,245682.2969,439664.9063,2052106.758,184073.9844,120310.6641,241434.2656,1253731.031,384092.0313
Q9WVP1,2029799.391,278722.625,1027376.719,3208348.219,997778.5,739379.3125,2181532.375,2073964.281
Q8VED5,849761.2656,135211.7813,1573213.297,4747772.445,660125.4688,725407.5625,1461646.25,1493271.91
P02798,271916.8125,657558.25,1351656.906,3930568,1776371.578,3020150.875,3263707.813,2708541.531
A0A087WNV1,230967.7188,134603.3594,614029.5625,1188963.125,790036.5313,432594.1875,2013248.313,878674.0313
P25799,1224636.219,4390147.313,2836863.922,5264555.828,1994663.219,2480804.75,5001245.063,2597325.172
Q8BH69,3461834.125,805327.4609,3768179.359,4053333.594,4504287.031,1502595.922,2943120.531,2229927.5
Q9DCW4,15325891.09,42466004.58,18900479.3,21886763.14,27767762.78,34671037.27,43926333.2,26843169.42
Q923G2,1373526.883,358061.2969,1013849.563,1402233.922,1561755.859,780653.9063,1853446,1020470.656
Q07813,2241325.625,1251860.047,3450273.813,5224600.234,2974619.813,3515482.781,4327066.656,3868135.656
E9QAQ5,NA,NA,NA,NA,NA,NA,699735.8125,1524304.688
Q64433,2994450.578,2017472.547,2896873.484,4867710.75,4398335.75,4233610.922,6685026.938,5114192.406
Q8WTY4,2720398.031,772331.8398,1655758.594,2623106.953,941562.2734,1228622.297,1923188.234,1129628.484
H7BWY6,2595425.172,2160656.016,2839390.484,4176655.219,3098916.047,3582635.875,3498707.25,2035663.406
E9Q1P8,509531.3281,287029.2188,544479.0625,1203094.129,712562.75,608414.0098,964247.7168,682978.5
Q3UJB0,888644.0156,NA,304194.1875,429137.875,996227.875,309169.3438,NA,NA
Q9DBG6,3115600.063,615993.8438,2191756.797,2955076.844,2482867.234,2030463.344,5167503.016,2844153.922
P61148,5607007.063,2131075.492,5520070.563,10988819.53,6107851.031,4581830.438,8021360.5,9971667.188
Q9QYJ3,766513.0156,492642.668,4940564.094,1558273.813,1410648.797,933970.0781,2044068.125,1035838
Q8K3W0,1863316.188,97681.65625,897015.6094,4450395.406,390924.8438,1296383.281,2112658.578,3667118.125
D3Z0V2,841241.8438,109919.0156,1394447.906,1660960.875,1161212,963859.2969,2827439.813,1176716.281
P82198,1325708.297,615912.6973,1590674.602,3144658.844,1779892.711,1351990.25,2791353.438,2642858.094
P57784,4074772.906,1825548.547,4878677.469,6189041.094,5072493.75,4313250.438,6946234.75,4607386.5
Q6IRU5,2961157.172,1453965.672,2705763.922,5797878.531,3518340.539,3029482.781,4399091.352,4328235.273
P47809,6724885.188,3345739.281,5714961.797,8918560.844,5607411.625,3305931.375,4235567.875,3578349.313
Q91YZ8,853919.2188,287875.9219,1629684.094,2227913.125,872721.5156,973811.25,2274548.031,1122725.406
P09803,4111671.211,3296692.922,4261721.363,14435276.19,4157420.828,4176940.691,11936216.96,8726465.844
B2KGA7,3222991.063,875002.0313,1905544.844,2985928.047,2707881.219,3135061.281,1316111.328,1869507.969
P70274,1833899.836,1194839.328,2676304,4491001.656,3731296.641,3808543.82,5222298.781,3813901.563
Q8VCI5,1982558.031,1517475.797,3441416.875,7946095.281,5811415.375,3413162.844,2721372.875,2590574.813
Q4KMM3,220346408.5,68998563.06,187548356.1,565174885.8,79152034,198797917.3,307641244.3,484553407.4
Q9EPL8,1043741.063,1146174.539,2470976.891,4459402.063,1343016.656,1197804.766,5480760.219,3112589.281
Q9Z0P5,1879213.766,870916.3906,2878894.188,3912933.344,2802949.625,2081417.078,5488567.906,2803254.734
P61255,10814008.26,2231953.492,10203481.29,13054719.31,8008932.781,6545256.453,16015740.81,11034986.71
Q8BY87,1081064.688,245800.8281,1469592.75,3368991.188,1105198.688,1157440.828,1667805.563,2487877.672
Q8CH18,957340.1992,183851.7109,955328.5742,2226840.656,1225769.148,485478.457,648369.2344,1266922.598
Q9WTL7,14285198.88,14688149.54,12603881.7,72719137.25,8010015.313,18204696.28,36906249.53,65984993.66
Q8CDG3,1213862.582,582864.7734,1219149.582,1231778.123,1130641.469,1252722.822,2352921.109,1120146.632
P31324,NA,140247.625,175798.7031,426848.6094,295176.1563,1470107.625,1961493.375,NA
P54729,1175657.113,192598.5039,767328.4414,1496556.461,998219.2188,220420.3125,2360634.773,1221821.219
P58871,534126.4531,83845.90625,328206.8125,452395.4375,653917.8438,217115.0625,521318.4063,462398.1563
P63280,5282152.688,2627987.867,5518118.031,6426288.5,8061324.688,3255955.656,7674508.594,4457184.688
Q8CHP5,2619880.125,1161945.75,2554272.344,4766501.688,3690662.094,2653408.438,5215221.281,3146636.688
Q6NZB0,3502129.344,1065044.25,4054969.672,3532899.938,3640693.914,1942090.75,5340785.859,4057047.953
Q9Z1R3,1614154.438,504927.1719,3117896.25,1328419.703,1569674.125,1826805.563,1683614.359,2256642.125
Q6ZWZ4,9560373.219,3433265.797,8472975.75,16423177.44,7447289.656,7076218.875,14701391.78,13358610.06
Q9QZE7,2940039.188,1340821.703,3197058.25,4070228.625,4069519.938,1795931.047,2911285.906,3099056.156
P97765,2745036.719,774821.4531,2564572.75,5405774.313,2760221.063,2045559.281,3367028.438,3485874.125
Q3UJD6,1247452.938,289959074.4,4378099.063,1593858.328,1199909.625,229850200,4533309.344,585857.75
P61514,2494402.625,795420.5313,1522604.063,2304647.5,2939665.875,2351407.375,2910789.5,1301197.875
E9PV38,3434768.578,1077565.008,2954971.141,3777189.789,3875038,2853768.742,2445704.227,3832486.539
P15327,1322526.273,922080.6719,2070069.375,3089568.227,2024470.859,1412675.242,3461026.258,2252080.094
A0A0B4J1I9,500522.3438,123654.5156,822036.7813,3285165.375,636868.5,2608453.125,9987399,3498112.75
Q9WV55,1626939.07,394265.7031,641658.2109,1925996.938,1529604.359,871963.625,1279895.359,1243115.953
Q9ES00,1351502.141,418254.7891,1473069.625,2663663.273,1215618.039,952123.9063,1838461.734,2208784.758
O54983,430007.125,350611.2969,2575340.219,2567268.031,1178206.063,1154350.594,3170588.75,3674425.094
Q62074,NA,NA,311552.5625,639439.75,269994.4063,340748.875,1018005.563,615320.3125
